Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds),amount,case_len,country,cpv,cpv_division,electronic,framework_agr,t_type
2018320940,6,Variant 26,26,20.07.2018 00:00:00,31.12.2022 00:00:00,"4 years, 165 days",140403600000,320000.0,6,IT,98380000,98,N,N,S
2017107939,6,Variant 1,1,20.03.2017 00:00:00,31.08.2021 00:00:00,"4 years, 164 days",140396400000,,5,IT,55524000,55,N,N,S
202030962,6,Variant 2,2,20.01.2020 00:00:00,30.06.2024 00:00:00,"4 years, 162 days",140223600000,3707235.0,5,IT,79993100,79,Y,N,S
2021154870,5,Variant 3,3,24.03.2021 00:00:00,31.08.2025 00:00:00,"4 years, 160 days",140050800000,1484250.0,4,IT,55524000,55,N,N,S
2018182776,6,Variant 1,1,24.04.2018 00:00:00,30.09.2022 00:00:00,"4 years, 160 days",139968000000,622800.0,5,IT,98390000,98,N,N,S
2016264439,6,Variant 14,14,26.07.2016 00:00:00,31.12.2020 00:00:00,"4 years, 159 days",139885200000,,5,IT,22200000,22,,Y,U
2022106531,6,Variant 1,1,23.02.2022 00:00:00,31.07.2026 00:00:00,"4 years, 158 days",139878000000,11971248.22,5,IT,55512000,55,N,N,S
2016417552,7,Variant 7,7,24.11.2016 00:00:00,30.04.2021 00:00:00,"4 years, 157 days",139791600000,6461217.6,6,IT,92511000,92,N,N,S
201732658,6,Variant 1,1,24.01.2017 00:00:00,30.06.2021 00:00:00,"4 years, 157 days",139791600000,1929500.0,5,IT,98371110,98,N,N,S
2016115352,6,Variant 1,1,31.03.2016 00:00:00,31.08.2020 00:00:00,"4 years, 154 days",139449600000,170630.0,5,IT,80410000,80,N,N,S
2019103003,6,Variant 1,1,28.02.2019 00:00:00,31.07.2023 00:00:00,"4 years, 153 days",139446000000,1421695.8,5,IT,55510000,55,N,Y,S
2020372010,6,Variant 1,1,04.08.2020 00:00:00,31.12.2024 00:00:00,"4 years, 150 days",139107600000,2886000.0,5,IT,72322000,72,N,N,S
2020379619,6,Variant 1,1,07.08.2020 00:00:00,31.12.2024 00:00:00,"4 years, 147 days",138848400000,546750.0,15,IT,66510000,66,N,N,S
2017137321,6,Variant 1,1,07.04.2017 00:00:00,31.08.2021 00:00:00,"4 years, 147 days",138844800000,2030125.44,5,IT,55524000,55,N,N,S
2019583946,5,Variant 3,3,06.12.2019 00:00:00,30.04.2024 00:00:00,"4 years, 146 days",138841200000,363600.0,4,IT,66510000,66,N,N,S
2021181166,6,Variant 2,2,08.04.2021 00:00:00,31.08.2025 00:00:00,"4 years, 146 days",138758400000,5116907.2,5,IT,55524000,55,N,N,S
2016122672,6,Variant 1,1,06.04.2016 00:00:00,28.08.2020 00:00:00,"4 years, 145 days",138672000000,,5,IT,79620000,79,N,Y,S
201962508,5,Variant 10,10,06.02.2019 00:00:00,30.06.2023 00:00:00,"4 years, 144 days",138668400000,850000.0,4,IT,79341000,79,N,N,S
2018162235,6,Variant 2,2,10.04.2018 00:00:00,31.08.2022 00:00:00,"4 years, 144 days",138585600000,19861482.67,5,IT,55520000,55,N,N,S
2022450476,5,Variant 3,3,12.08.2022 00:00:00,31.12.2026 00:00:00,"4 years, 142 days",138416400000,388001.77,4,IT,60130000,60,N,N,S
2017142503,5,Variant 5,5,12.04.2017 00:00:00,31.08.2021 00:00:00,"4 years, 142 days",138412800000,760000.0,5,IT,85300000,85,N,N,S
2018115371,6,Variant 1,1,12.03.2018 00:00:00,31.07.2022 00:00:00,"4 years, 141 days",138409200000,2090880.0,5,IT,80110000,80,N,N,S
2016131875,6,Variant 1,1,13.04.2016 00:00:00,31.08.2020 00:00:00,"4 years, 141 days",138326400000,1261200.0,5,IT,80110000,80,N,N,S
2017145343,6,Variant 2,2,13.04.2017 00:00:00,31.08.2021 00:00:00,"4 years, 141 days",138326400000,4747600.0,5,IT,80110000,80,N,N,S
2022149508,6,Variant 1,1,17.03.2022 00:00:00,31.07.2026 00:00:00,"4 years, 136 days",137977200000,868975.0,5,IT,90919300,90,N,N,S
2017194363,5,Variant 4,4,18.05.2017 00:00:00,30.09.2021 00:00:00,"4 years, 136 days",137894400000,,5,IT,85000000,85,,N,S
2019131710,6,Variant 1,1,18.03.2019 00:00:00,31.07.2023 00:00:00,"4 years, 135 days",137890800000,1816406.25,5,IT,55521200,55,N,N,S
2017333359,6,Variant 1,1,22.08.2017 00:00:00,31.12.2021 00:00:00,"4 years, 132 days",137552400000,708400.0,5,IT,85312110,85,N,N,S
2017426577,7,Variant 9,9,23.10.2017 00:00:00,28.02.2022 00:00:00,"4 years, 129 days",137293200000,,6,IT,72310000,72,N,N,S
2018187499,6,Variant 2,2,27.04.2018 00:00:00,31.08.2022 00:00:00,"4 years, 127 days",137116800000,3073136.0,5,IT,80110000,80,N,N,S
2021216170,6,Variant 33,33,27.04.2021 00:00:00,31.08.2025 00:00:00,"4 years, 127 days",137116800000,,8,IT,80110000,80,N,N,S
2017165938,6,Variant 1,1,28.04.2017 00:00:00,31.08.2021 00:00:00,"4 years, 126 days",137030400000,2200000.0,5,IT,80110000,80,N,N,S
2021280754,6,Variant 1,1,31.05.2021 00:00:00,30.09.2025 00:00:00,"4 years, 123 days",136771200000,495000.0,5,IT,66510000,66,N,N,S
2018531412,6,Variant 1,1,30.11.2018 00:00:00,31.03.2023 00:00:00,"4 years, 121 days",136681200000,1280000.0,5,IT,66516100,66,N,N,S
2022487624,5,Variant 3,3,02.09.2022 00:00:00,31.12.2026 00:00:00,"4 years, 121 days",136602000000,6885750.0,8,IT,66510000,66,N,N,S
2017177187,6,Variant 2,2,08.05.2017 00:00:00,31.08.2021 00:00:00,"4 years, 116 days",136166400000,3348180.4,5,IT,55524000,55,N,N,S
2018253959,6,Variant 1,1,08.06.2018 00:00:00,30.09.2022 00:00:00,"4 years, 115 days",136080000000,2164400.0,5,IT,66510000,66,N,N,S
2019168163,6,Variant 2,2,08.04.2019 00:00:00,31.07.2023 00:00:00,"4 years, 115 days",136080000000,2390000.0,5,IT,80110000,80,Y,N,S
2019219461,6,Variant 2,2,09.05.2019 00:00:00,31.08.2023 00:00:00,"4 years, 115 days",136080000000,2087960.0,5,IT,80110000,80,N,N,S
2017181631,5,Variant 3,3,10.05.2017 00:00:00,31.08.2021 00:00:00,"4 years, 114 days",135993600000,560000.0,4,IT,60112000,60,N,N,S
2018206945,7,Variant 18,18,10.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 114 days",135993600000,4523335.86,6,IT,80110000,80,N,N,S
2017182576,6,Variant 1,1,11.05.2017 00:00:00,31.08.2021 00:00:00,"4 years, 113 days",135907200000,3186710.2,5,IT,55523100,55,N,N,S
2017365575,6,Variant 2,2,13.09.2017 00:00:00,31.12.2021 00:00:00,"4 years, 110 days",135651600000,6075013.32,5,IT,85311000,85,N,Y,S
2019229782,7,Variant 7,7,14.05.2019 00:00:00,31.08.2023 00:00:00,"4 years, 110 days",135648000000,3332673.0,6,IT,55524000,55,N,N,S
2019232249,6,Variant 71,71,16.05.2019 00:00:00,31.08.2023 00:00:00,"4 years, 108 days",135475200000,4787200.0,5,IT,80110000,80,N,N,S
2021477186,6,Variant 24,24,16.09.2021 00:00:00,31.12.2025 00:00:00,"4 years, 107 days",135392400000,,6,IT,92331210,92,,N,S
2018408354,6,Variant 2,2,18.09.2018 00:00:00,31.12.2022 00:00:00,"4 years, 105 days",135219600000,4520344.0,5,IT,90511000,90,N,N,S
2019445892,6,Variant 2,2,18.09.2019 00:00:00,31.12.2023 00:00:00,"4 years, 105 days",135219600000,1550819.68,5,IT,90923000,90,N,N,S
2022277402,6,Variant 1,1,19.05.2022 00:00:00,31.08.2026 00:00:00,"4 years, 105 days",135216000000,4067069.92,5,IT,55524000,55,N,N,S
2019450589,7,Variant 16,16,20.09.2019 00:00:00,31.12.2023 00:00:00,"4 years, 103 days",135046800000,1732000.0,6,IT,66510000,66,N,N,S
2018126045,6,Variant 1,1,20.03.2018 00:00:00,30.06.2022 00:00:00,"4 years, 102 days",135039600000,907192.62,5,IT,55524000,55,N,N,S
202132459,5,Variant 3,3,18.01.2021 00:00:00,30.04.2025 00:00:00,"4 years, 102 days",135039600000,1640500.0,4,IT,66510000,66,N,N,S
2016331873,6,Variant 1,1,21.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 102 days",134960400000,,5,IT,66515100,66,N,N,S
2016178309,6,Variant 1,1,23.05.2016 00:00:00,31.08.2020 00:00:00,"4 years, 101 days",134870400000,468000.0,5,IT,55524000,55,N,N,S
2018226155,6,Variant 1,1,24.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 100 days",134784000000,1681747.2,5,IT,60100000,60,N,N,S
2020143951,4,Variant 12,12,24.03.2020 00:00:00,30.06.2024 00:00:00,"4 years, 98 days",134694000000,,3,IT,55524000,55,N,N,S
2018419045,6,Variant 26,26,25.09.2018 00:00:00,31.12.2022 00:00:00,"4 years, 98 days",134614800000,406000.0,6,IT,66510000,66,N,N,S
2019456734,6,Variant 1,1,25.09.2019 00:00:00,31.12.2023 00:00:00,"4 years, 98 days",134614800000,580573.77,5,IT,22113000,22,N,Y,U
2021273261,6,Variant 2,2,27.05.2021 00:00:00,31.08.2025 00:00:00,"4 years, 97 days",134524800000,973642.64,5,IT,15890000,15,N,N,U
2020253220,9,Variant 75,75,28.05.2020 00:00:00,31.08.2024 00:00:00,"4 years, 96 days",134438400000,720000.0,8,IT,15890000,15,Y,N,U
2018343310,6,Variant 2,2,30.07.2018 00:00:00,31.10.2022 00:00:00,"4 years, 94 days",134269200000,,5,IT,85300000,85,,N,S
2016345467,6,Variant 2,2,30.09.2016 00:00:00,31.12.2020 00:00:00,"4 years, 93 days",134182800000,,5,IT,90510000,90,N,N,S
2021502624,5,Variant 3,3,30.09.2021 00:00:00,31.12.2025 00:00:00,"4 years, 93 days",134182800000,778000.0,4,IT,66510000,66,N,N,S
2016112699,5,Variant 3,3,30.03.2016 00:00:00,30.06.2020 00:00:00,"4 years, 93 days",134179200000,,4,IT,66510000,66,,Y,S
2018237721,6,Variant 1,1,31.05.2018 00:00:00,31.08.2022 00:00:00,"4 years, 93 days",134179200000,1381380.0,5,IT,55523100,55,N,N,S
2019259086,5,Variant 3,3,31.05.2019 00:00:00,31.08.2023 00:00:00,"4 years, 93 days",134179200000,818394.76,4,IT,85311200,85,N,N,S
2022362051,5,Variant 3,3,30.06.2022 00:00:00,30.09.2026 00:00:00,"4 years, 93 days",134179200000,9680000.0,4,IT,85312400,85,N,N,S
2020641417,6,Variant 2,2,29.12.2020 00:00:00,31.03.2025 00:00:00,"4 years, 92 days",134175600000,606666.66,5,IT,66510000,66,N,N,S
2018429755,6,Variant 1,1,01.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 92 days",134096400000,1552500.0,5,IT,66510000,66,N,N,S
2017124464,6,Variant 1,1,31.03.2017 00:00:00,30.06.2021 00:00:00,"4 years, 92 days",134092800000,5880000.0,5,IT,66510000,66,N,N,S
2021281152,5,Variant 3,3,01.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 92 days",134092800000,,4,IT,60112000,60,N,N,S
2017308558,6,Variant 1,1,02.08.2017 00:00:00,31.10.2021 00:00:00,"4 years, 91 days",134006400000,812000.0,5,IT,66516400,66,N,N,S
2022180291,6,Variant 1,1,01.04.2022 00:00:00,30.06.2026 00:00:00,"4 years, 91 days",134006400000,1692800.0,5,IT,55524000,55,N,N,S
2021111919,5,Variant 3,3,02.03.2021 00:00:00,31.05.2025 00:00:00,"4 years, 90 days",134002800000,320000.0,4,IT,98380000,98,N,N,S
2017396260,6,Variant 1,1,03.10.2017 00:00:00,31.12.2021 00:00:00,"4 years, 90 days",133923600000,686000.0,5,IT,66510000,66,N,N,S
2019265640,6,Variant 2,2,03.06.2019 00:00:00,31.08.2023 00:00:00,"4 years, 90 days",133920000000,790000.0,5,IT,80110000,80,N,N,S
2018244141,6,Variant 1,1,04.06.2018 00:00:00,31.08.2022 00:00:00,"4 years, 89 days",133833600000,452496.0,5,IT,85312110,85,N,N,S
2017133590,6,Variant 1,1,06.04.2017 00:00:00,30.06.2021 00:00:00,"4 years, 86 days",133574400000,400000.0,5,IT,60130000,60,N,N,S
2018248871,5,Variant 4,4,07.06.2018 00:00:00,31.08.2022 00:00:00,"4 years, 86 days",133574400000,,5,IT,92320000,92,,N,S
2022312193,7,Variant 18,18,07.06.2022 00:00:00,31.08.2026 00:00:00,"4 years, 86 days",133574400000,766765.4,6,IT,55523100,55,N,N,S
2016124479,6,Variant 1,1,07.04.2016 00:00:00,30.06.2020 00:00:00,"4 years, 85 days",133488000000,,5,IT,60100000,60,,N,S
2018251834,6,Variant 2,2,08.06.2018 00:00:00,31.08.2022 00:00:00,"4 years, 85 days",133488000000,,5,IT,85311200,85,,N,S
2022192446,6,Variant 2,2,07.04.2022 00:00:00,30.06.2026 00:00:00,"4 years, 85 days",133488000000,450000.0,5,IT,66515200,66,N,N,S
201647040,5,Variant 4,4,07.02.2016 00:00:00,30.04.2020 00:00:00,"4 years, 83 days",133398000000,700000.0,5,IT,66514110,66,N,N,S
2017182519,5,Variant 4,4,11.05.2017 00:00:00,31.07.2021 00:00:00,"4 years, 82 days",133228800000,1004971.0,5,IT,55524000,55,N,N,S
2021302360,5,Variant 3,3,11.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 82 days",133228800000,1946300.0,4,IT,55524000,55,N,N,S
2021302420,6,Variant 1,1,11.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 82 days",133228800000,1536196.64,5,IT,60130000,60,N,N,S
2018451474,5,Variant 3,3,12.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 81 days",133146000000,734828.4,4,IT,66600000,66,N,N,S
2019277788,6,Variant 1,1,12.06.2019 00:00:00,31.08.2023 00:00:00,"4 years, 81 days",133142400000,4440000.0,5,IT,85320000,85,N,N,S
2016364102,6,Variant 2,2,13.10.2016 00:00:00,31.12.2020 00:00:00,"4 years, 80 days",133059600000,,5,IT,66600000,66,N,N,S
2017411576,6,Variant 1,1,13.10.2017 00:00:00,31.12.2021 00:00:00,"4 years, 80 days",133059600000,520000.0,5,IT,66510000,66,Y,N,S
2016205085,6,Variant 1,1,13.06.2016 00:00:00,31.08.2020 00:00:00,"4 years, 80 days",133056000000,622080.0,5,IT,60112000,60,N,N,S
2022326078,6,Variant 1,1,13.06.2022 00:00:00,31.08.2026 00:00:00,"4 years, 80 days",133056000000,1507000.0,5,IT,85312400,85,N,N,S
2016365941,5,Variant 3,3,14.10.2016 00:00:00,31.12.2020 00:00:00,"4 years, 79 days",132973200000,,4,IT,66600000,66,N,N,S
2019488750,5,Variant 3,3,14.10.2019 00:00:00,31.12.2023 00:00:00,"4 years, 79 days",132973200000,848000.0,4,IT,85000000,85,N,N,S
2020493880,5,Variant 3,3,14.10.2020 00:00:00,31.12.2024 00:00:00,"4 years, 79 days",132973200000,906240.0,4,IT,66600000,66,N,Y,S
2021251748,5,Variant 4,4,14.05.2021 00:00:00,31.07.2025 00:00:00,"4 years, 79 days",132969600000,,5,IT,80110000,80,,N,S
2021306298,6,Variant 1,1,14.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 79 days",132969600000,2345200.0,5,IT,80110000,80,N,N,S
2016134384,6,Variant 1,1,14.04.2016 00:00:00,30.06.2020 00:00:00,"4 years, 78 days",132883200000,1623750.0,5,IT,66510000,66,N,N,S
2016209054,5,Variant 4,4,15.06.2016 00:00:00,31.08.2020 00:00:00,"4 years, 78 days",132883200000,1882322.6,5,IT,80110000,80,N,N,S
2018263981,6,Variant 2,2,15.06.2018 00:00:00,31.08.2022 00:00:00,"4 years, 78 days",132883200000,2941470.0,5,IT,55523100,55,N,N,S
2019232132,6,Variant 1,1,15.05.2019 00:00:00,31.07.2023 00:00:00,"4 years, 78 days",132883200000,3470720.0,5,IT,80110000,80,N,N,S
2019549792,6,Variant 2,2,15.11.2019 00:00:00,31.01.2024 00:00:00,"4 years, 78 days",132883200000,221400.0,5,IT,90911200,90,N,N,S
2017234989,6,Variant 2,2,16.06.2017 00:00:00,31.08.2021 00:00:00,"4 years, 77 days",132796800000,1618000.0,5,IT,55523000,55,N,N,S
2019230673,5,Variant 5,5,16.05.2019 00:00:00,31.07.2023 00:00:00,"4 years, 77 days",132796800000,,5,IT,80110000,80,,N,S
2020286643,7,Variant 9,9,16.06.2020 00:00:00,31.08.2024 00:00:00,"4 years, 77 days",132796800000,6149887.47,6,IT,55524000,55,N,Y,S
2018121928,6,Variant 2,2,16.03.2018 00:00:00,31.05.2022 00:00:00,"4 years, 76 days",132793200000,2306000.0,5,IT,55510000,55,N,N,S
2018174299,6,Variant 1,1,16.04.2018 00:00:00,30.06.2022 00:00:00,"4 years, 76 days",132710400000,4634500.0,5,IT,66000000,66,N,N,S
2018175464,6,Variant 2,2,16.04.2018 00:00:00,30.06.2022 00:00:00,"4 years, 76 days",132710400000,852060.0,5,IT,60130000,60,N,N,S
2019183668,13,Variant 69,69,16.04.2019 00:00:00,30.06.2023 00:00:00,"4 years, 76 days",132710400000,21820685.0,12,IT,85311000,85,N,Y,S
2021314188,5,Variant 3,3,17.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 76 days",132710400000,924000.0,4,IT,85312110,85,N,N,S
2022459146,6,Variant 1,1,18.08.2022 00:00:00,31.10.2026 00:00:00,"4 years, 75 days",132627600000,897600.0,5,IT,50111000,50,N,N,S
2021538072,6,Variant 2,2,19.10.2021 00:00:00,31.12.2025 00:00:00,"4 years, 74 days",132541200000,256608.9,5,IT,66518100,66,N,N,S
2016140353,6,Variant 2,2,18.04.2016 00:00:00,30.06.2020 00:00:00,"4 years, 74 days",132537600000,,5,IT,85310000,85,,N,S
2018176663,7,Variant 7,7,19.04.2018 00:00:00,30.06.2022 00:00:00,"4 years, 73 days",132451200000,3327525.0,6,IT,66510000,66,N,N,S
2022280121,6,Variant 2,2,20.05.2022 00:00:00,31.07.2026 00:00:00,"4 years, 73 days",132451200000,1047911.53,5,IT,55524000,55,N,N,S
2016142550,6,Variant 1,1,20.04.2016 00:00:00,30.06.2020 00:00:00,"4 years, 72 days",132364800000,1558000.0,5,IT,66510000,66,N,N,S
2019240059,7,Variant 9,9,21.05.2019 00:00:00,31.07.2023 00:00:00,"4 years, 72 days",132364800000,14955040.0,6,IT,80110000,80,N,N,S
2021319584,5,Variant 3,3,21.06.2021 00:00:00,31.08.2025 00:00:00,"4 years, 72 days",132364800000,465680.0,4,IT,92511000,92,N,N,S
2022218388,7,Variant 9,9,21.04.2022 00:00:00,30.06.2026 00:00:00,"4 years, 71 days",132278400000,510435.0,6,IT,66510000,66,N,N,S
202243655,6,Variant 1,1,21.01.2022 00:00:00,31.03.2026 00:00:00,"4 years, 69 days",132188400000,1480000.0,5,IT,90511000,90,N,N,S
2016220466,5,Variant 5,5,24.06.2016 00:00:00,31.08.2020 00:00:00,"4 years, 69 days",132105600000,1428330.4,5,IT,55524000,55,,N,S
2018472860,6,Variant 1,1,25.10.2018 00:00:00,31.12.2022 00:00:00,"4 years, 68 days",132022800000,520000.0,5,IT,66510000,66,N,N,S
2019249948,6,Variant 1,1,27.05.2019 00:00:00,31.07.2023 00:00:00,"4 years, 66 days",131846400000,805200.0,5,IT,85311300,85,N,N,S
2021561923,5,Variant 3,3,29.10.2021 00:00:00,31.12.2025 00:00:00,"4 years, 64 days",131677200000,719713.11,4,IT,66600000,66,N,N,S
2021562098,6,Variant 2,2,29.10.2021 00:00:00,31.12.2025 00:00:00,"4 years, 64 days",131677200000,867000.0,5,IT,55523000,55,N,N,S
2020201800,6,Variant 1,1,28.04.2020 00:00:00,30.06.2024 00:00:00,"4 years, 64 days",131673600000,540674.52,5,IT,98371110,98,N,N,S
2020524579,6,Variant 1,1,29.10.2020 00:00:00,31.12.2024 00:00:00,"4 years, 64 days",131673600000,224550.0,5,IT,66510000,66,N,N,S
2018217608,6,Variant 14,14,14.05.2018 00:00:00,15.07.2022 00:00:00,"4 years, 63 days",131587200000,772310.0,5,IT,60130000,60,N,N,S
2019206907,8,Variant 70,70,30.04.2019 00:00:00,30.06.2023 00:00:00,"4 years, 62 days",131500800000,1745897.6,15,IT,60130000,60,N,N,S
2019312314,6,Variant 2,2,02.07.2019 00:00:00,31.08.2023 00:00:00,"4 years, 61 days",131414400000,,5,IT,15800000,15,N,Y,U
2019313634,6,Variant 1,1,02.07.2019 00:00:00,31.08.2023 00:00:00,"4 years, 61 days",131414400000,2056509.6,5,IT,85320000,85,N,N,S
2016388830,6,Variant 1,1,02.11.2016 00:00:00,31.12.2020 00:00:00,"4 years, 60 days",131328000000,,5,IT,66600000,66,,N,S
2017440557,6,Variant 2,2,02.11.2017 00:00:00,31.12.2021 00:00:00,"4 years, 60 days",131328000000,780800.0,5,IT,85000000,85,N,N,S
2021564394,6,Variant 83,83,02.11.2021 00:00:00,31.12.2025 00:00:00,"4 years, 60 days",131328000000,606000.0,5,IT,15890000,15,N,N,U
2016232027,6,Variant 2,2,04.07.2016 00:00:00,31.08.2020 00:00:00,"4 years, 59 days",131241600000,1818176.0,5,IT,60130000,60,N,N,S
2021286537,7,Variant 16,16,03.06.2021 00:00:00,31.07.2025 00:00:00,"4 years, 59 days",131241600000,8428145.43,11,IT,15800000,15,N,N,U
2022242753,6,Variant 1,1,03.05.2022 00:00:00,30.06.2026 00:00:00,"4 years, 59 days",131241600000,507600.0,5,IT,66510000,66,N,N,S
2021229622,6,Variant 1,1,04.05.2021 00:00:00,30.06.2025 00:00:00,"4 years, 58 days",131155200000,1300500.0,5,IT,66510000,66,N,N,S
2021571550,6,Variant 1,1,04.11.2021 00:00:00,31.12.2025 00:00:00,"4 years, 58 days",131155200000,364500.0,5,IT,66510000,66,N,N,S
2017217290,6,Variant 2,2,05.06.2017 00:00:00,31.07.2021 00:00:00,"4 years, 57 days",131068800000,820900.0,5,IT,55524000,55,N,N,S
2020210490,6,Variant 2,2,05.05.2020 00:00:00,30.06.2024 00:00:00,"4 years, 57 days",131068800000,2261289.0,5,IT,77313000,77,N,N,S
2021574293,6,Variant 2,2,05.11.2021 00:00:00,31.12.2025 00:00:00,"4 years, 57 days",131068800000,1212900.0,5,IT,66510000,66,N,N,S
2020212690,6,Variant 2,2,06.05.2020 00:00:00,30.06.2024 00:00:00,"4 years, 56 days",130982400000,857200.0,5,IT,77310000,77,Y,N,S
201962547,6,Variant 2,2,06.02.2019 00:00:00,31.03.2023 00:00:00,"4 years, 53 days",130806000000,2740143.45,5,IT,90500000,90,N,N,S
2019332468,6,Variant 2,2,11.07.2019 00:00:00,31.08.2023 00:00:00,"4 years, 52 days",130636800000,818394.76,5,IT,85311200,85,N,N,S
2021360986,5,Variant 3,3,12.07.2021 00:00:00,31.08.2025 00:00:00,"4 years, 51 days",130550400000,1188000.0,4,IT,80110000,80,N,N,S
2021247356,8,Variant 15,15,12.05.2021 00:00:00,30.06.2025 00:00:00,"4 years, 50 days",130464000000,492000.0,7,IT,66510000,66,N,N,S
2016405395,6,Variant 1,1,14.11.2016 00:00:00,31.12.2020 00:00:00,"4 years, 48 days",130291200000,277200.0,5,IT,79940000,79,N,N,S
2018213656,6,Variant 1,1,14.05.2018 00:00:00,30.06.2022 00:00:00,"4 years, 48 days",130291200000,587600.0,5,IT,66510000,66,N,N,S
2019340026,6,Variant 1,1,16.07.2019 00:00:00,31.08.2023 00:00:00,"4 years, 47 days",130204800000,11025800.0,5,IT,55523100,55,N,N,S
2021591267,10,Variant 22,22,15.11.2021 00:00:00,31.12.2025 00:00:00,"4 years, 47 days",130204800000,1572750.0,9,IT,66510000,66,N,N,S
2017191829,6,Variant 2,2,17.05.2017 00:00:00,30.06.2021 00:00:00,"4 years, 45 days",130032000000,360000.0,5,IT,98371111,98,N,N,S
2018434291,8,Variant 15,15,03.10.2018 00:00:00,14.11.2022 00:00:00,"4 years, 43 days",129862800000,7896000.0,7,IT,90620000,90,N,Y,S
202132419,5,Variant 3,3,19.01.2021 00:00:00,28.02.2025 00:00:00,"4 years, 41 days",129686400000,2129978.86,4,IT,50700000,50,N,N,S
2021319918,6,Variant 1,1,22.06.2021 00:00:00,31.07.2025 00:00:00,"4 years, 40 days",129600000000,898000.0,5,IT,80110000,80,N,N,S
201985680,6,Variant 2,2,20.02.2019 00:00:00,31.03.2023 00:00:00,"4 years, 39 days",129596400000,1684049.58,5,IT,50750000,50,Y,N,S
2018329519,6,Variant 6,6,24.07.2018 00:00:00,31.08.2022 00:00:00,"4 years, 39 days",129513600000,964275.0,5,IT,60130000,60,N,N,S
2018329455,6,Variant 1,1,25.07.2018 00:00:00,31.08.2022 00:00:00,"4 years, 38 days",129427200000,2797064.0,5,IT,80110000,80,N,N,S
2020456465,6,Variant 1,1,24.09.2020 00:00:00,30.10.2024 00:00:00,"4 years, 37 days",129344400000,1900000.0,5,IT,90620000,90,N,Y,S
2019359145,8,Variant 15,15,26.07.2019 00:00:00,31.08.2023 00:00:00,"4 years, 37 days",129340800000,2954912.72,7,IT,15800000,15,N,Y,U
2017299611,5,Variant 3,3,27.07.2017 00:00:00,31.08.2021 00:00:00,"4 years, 36 days",129254400000,2062020.0,4,IT,92610000,92,N,N,S
2018280921,6,Variant 2,2,26.06.2018 00:00:00,31.07.2022 00:00:00,"4 years, 36 days",129254400000,,5,IT,80110000,80,N,N,S
2016424364,6,Variant 1,1,28.11.2016 00:00:00,31.12.2020 00:00:00,"4 years, 34 days",129081600000,509167.0,5,IT,60130000,60,N,N,S
2017212961,6,Variant 2,2,29.05.2017 00:00:00,30.06.2021 00:00:00,"4 years, 33 days",128995200000,917695.36,5,IT,55524000,55,N,N,S
2016227729,6,Variant 1,1,30.06.2016 00:00:00,31.07.2020 00:00:00,"4 years, 32 days",128908800000,4479064.0,5,IT,80110000,80,N,N,S
2018532530,6,Variant 1,1,30.11.2018 00:00:00,31.12.2022 00:00:00,"4 years, 32 days",128908800000,600000.0,5,IT,60130000,60,N,N,S
2021222593,6,Variant 1,1,29.04.2021 00:00:00,30.05.2025 00:00:00,"4 years, 32 days",128908800000,594390.4,5,IT,60130000,60,N,N,S
2022174486,6,Variant 6,6,30.03.2022 00:00:00,30.04.2026 00:00:00,"4 years, 32 days",128908800000,251481.88,5,IT,90500000,90,N,N,S
2016258641,6,Variant 1,1,22.07.2016 00:00:00,21.08.2020 00:00:00,"4 years, 31 days",128822400000,,5,IT,80000000,80,N,N,S
2018239874,5,Variant 3,3,31.05.2018 00:00:00,30.06.2022 00:00:00,"4 years, 31 days",128822400000,711295.85,4,IT,60112000,60,N,N,S
2022299734,6,Variant 1,1,31.05.2022 00:00:00,30.06.2026 00:00:00,"4 years, 31 days",128822400000,1391500.0,5,IT,55524000,55,N,N,S
2018289614,6,Variant 2,2,02.07.2018 00:00:00,31.07.2022 00:00:00,"4 years, 30 days",128736000000,388000.0,5,IT,79420000,79,N,N,S
2021288172,6,Variant 2,2,04.06.2021 00:00:00,30.06.2025 00:00:00,"4 years, 27 days",128476800000,1470000.0,5,IT,45230000,45,N,N,W
2016435748,6,Variant 2,2,07.12.2016 00:00:00,31.12.2020 00:00:00,"4 years, 25 days",128304000000,2037608.27,5,IT,90513200,90,N,N,S
2017495102,6,Variant 1,1,07.12.2017 00:00:00,31.12.2021 00:00:00,"4 years, 25 days",128304000000,2250000.0,5,IT,66516400,66,N,N,S
2016278700,6,Variant 2,2,08.08.2016 00:00:00,31.08.2020 00:00:00,"4 years, 24 days",128217600000,9234750.0,5,IT,55300000,55,N,N,S
2016279535,7,Variant 7,7,08.08.2016 00:00:00,31.08.2020 00:00:00,"4 years, 24 days",128217600000,1695300.0,6,IT,60130000,60,N,N,S
