cig_ted
952213498D
7134560928
7134560928
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
7128792143
909298696B
909298696B
909298696B
680791552E
680791552E
680791552E
95115646EA
906750235D
948912627F
9537999DC2
949481378D
71287048A2
71287048A2
71287048A2
71287048A2
71287048A2
94303001BF
9430303438
9430307784
94482996FC
94482996FC
9448306CC1
9448306CC1
9448320850
9448320850
9448325C6F
9448325C6F
944833330C
94259636BC
944752476F
9447591EB7
9440222DA0
943129138B
9428183EBA
9428204013
9433242D8C
943328510C
9433323068
9433358D46
9429053CAD
9434130A5A
9447427763
94475859C5
9447634237
94476710C0
94476997D9
94477176B4
9444482918
9444527E39
9444539822
944455120B
9444565D95
9444587FBC
9341497F2D
93415223D2
9395280E50
9395280E50
9275202AD1
936544842E
936544842E
9375356485
93568382FC
9399130771
9399130771
9379245DD0
93792577B9
9330795F9B
9330795F9B
9330795F9B
9394147757
9394273F4F
9394319548
9345850765
9000044F3F
9000061D47
9000084046
9000100D76
9346282BE3
9346282BE3
9346282BE3
9346282BE3
932614959E
9344047783
9323150AC2
93073636EB
93073636EB
9304118111
9304118111
930417501B
930417501B
9304203734
9304203734
9296557188
9296557188
92735729B3
93043608C3
93043608C3
932648393D
932648393D
9266835229
9266835229
92814964CC
92814964CC
92814964CC
924706469C
9212113C20
92242289BE
925297762C
925297762C
925297762C
92521099DF
925212356E
9252130B33
9252146868
9233340934
9276749772
9278066645
9278066645
924153324A
92185647AA
922001985E
922001985E
9213701A96
9227958FD4
9227958FD4
9227958FD4
9233440BB9
9233440BB9
9233440BB9
919597891B
92326900D1
9232708FA7
9232722B36
923273886B
9232789283
9232799AC1
92328114AA
9224291DBA
9224291DBA
9224291DBA
9132208870
9000383702
9209257749
920931899F
9209348263
9209348263
9209348263
9209397AD0
918527156A
9185307320
9185328474
9185352841
91853652FD
9224485DD2
9224485DD2
9200692B38
9179935203
9163683E6C
9163683E6C
9172708619
9172708619
91635901B1
9163242283
9163242283
917098583B
917098583B
9171003716
9171003716
9171008B35
9171008B35
9171010CDB
9171010CDB
9178456D7D
9178492B33
91438786D4
91661702C6
9156428B69
9147753495
89884786B1
89884786B1
89884786B1
9094191BD0
9094191BD0
9094191BD0
9094191BD0
9094191BD0
90388696A9
90388631B7
9143654DF8
9143892263
8618980F49
861907802D
9019302377
9025522060
9025522060
90024039F6
89818687F2
900377020E
9118226621
9118243429
9118254D3A
9118265650
91182791DF
9118287877
911829818D
911830467F
8968829FD0
89835178BE
89620440AC
89620440AC
8613825143
8605236165
8945516953
8945516953
8973204A2F
8973204A2F
8973204A2F
8973204A2F
8973204A2F
8973204A2F
8973204A2F
8973204A2F
89489299D2
894897609E
8949146CE4
8949156527
8951257AF2
89513610C8
8951378ECB
89514000F7
8956502344
8956502344
8956518079
8956518079
8956530A5D
8956530A5D
895772762A
8957793C9F
8957927B34
8917114B40
89264893C1
8914196340
8914196340
8914196340
8914196340
8914196340
89278853C5
89279644F6
8928011BBD
89280278F2
89280793DD
8949657298
8949657298
894965836B
894965836B
8949660511
8949660511
89496626B7
8949665930
8949666A03
8940244ABB
894029225A
89403198A0
8940349164
89403691E5
8940390339
8940403DF0
8940423E71
86057265C0
8930919B7F
8930924F9E
893093370E
8930943F4C
89309515E9
8930960D54
89309640A5
8930996B0A
8872091919
8872091919
88721498F6
88721498F6
8885511BA1
8885511BA1
85550434D1
85550434D1
8889116A92
8877000C21
8878924FDC
8885526803
8863982558
845067559E
8863194B0F
8600934345
8600934345
8600934345
8600934345
8600934345
8600949FA2
8600949FA2
8600949FA2
8600949FA2
8600949FA2
88537899CF
88537899CF
88537899CF
88537899CF
88537899CF
8800361F9F
8800361F9F
8800361F9F
8800361F9F
8768228AA3
8821985453
8804002C46
8795579567
8795579567
8802370982
8825864560
8825864560
8825864560
8825864560
8569906E24
856993888E
885930736A
8859486720
8859530B6E
88595446FD
88595571B9
8861241F63
8861241F63
8861241F63
8861241F63
8861241F63
8861241F63
8861241F63
8861241F63
8794948CAD
87791049CC
8841852F14
8841852F14
8841852F14
8841852F14
8841852F14
8841881705
8841881705
8841881705
8841881705
8841881705
88419049FF
88419049FF
88419049FF
88419049FF
88419049FF
8841920734
8841920734
8841920734
8841944B01
8841944B01
8841944B01
8841944B01
8841944B01
884195219E
8841966D28
8841966D28
8841966D28
8841966D28
8841966D28
8841988F4F
8841988F4F
8841988F4F
8841988F4F
8841988F4F
8842003BB1
8842003BB1
8842003BB1
8842003BB1
8842003BB1
8800690F1F
8800690F1F
87965907B4
8808988ED9
8808988ED9
880134185A
880134185A
880134185A
8814492CE5
8814530C41
8814554013
8814569C70
8814590DC4
8814603880
8814634217
8814663A03
8814126EDC
8814816846
8779051E0E
87883507D7
877267506E
8659003353
87697724CB
879538447C
8795386622
879538989B
8795391A41
8795396E60
8795402357
87790003FB
8780641E2A
8780641E2A
8780652740
8780652740
8734554DF8
8759470F4D
8759470F4D
87595132CD
87595132CD
877291132E
877291132E
877291132E
8778334E5E
8778350B93
874420061C
875205369C
875205369C
8770594B1F
8752331C04
87727649DD
877277963F
8772785B31
87727920FB
8772796447
8772805BB2
87623865AC
87623865AC
876473474D
8764741D12
87647493AF
8764758B1A
876591236C
876591236C
8753278982
87649097B7
87649097B7
87649097B7
87509600A5
87509600A5
8741554E8D
87373300D0
8750921076
8728643013
8756752C57
8693352D01
87558926A7
8755922F66
8755964213
87559831C1
87560064BB
8756015C26
8756034BD4
8756048763
875606121F
87405745D7
87405745D7
8734879A2C
8740080E2B
876019666D
87602291AA
87602291AA
876024922B
876024922B
8760263DB5
8760290400
8760306135
8760316973
8760330502
8760345164
8760357B48
8733735A1D
873376855A
873378428F
873380323D
8733818E9A
8733832A29
8733839FEE
86776829B7
8732910150
8735530367
8735530367
8703494E72
8703494E72
8680964E1A
8680964E1A
8721368C8A
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
87147642C2
869757491D
8697580E0F
8697585233
873013929C
873013929C
8730174F7A
8730174F7A
87301836EA
87301836EA
8730193F28
8730193F28
8730212ED6
8730212ED6
8730215154
8730215154
8730227B38
871585898C
8715875794
87158860AA
8732297771
8732328108
87323860E5
87324147FE
8732430533
873249285C
8732499E21
87041267FF
8571723995
8571723995
8701265F04
86784779C5
8676907A2A
8676907A2A
8676907A2A
8676907A2A
8676907A2A
8676907A2A
8618823DBA
870225934E
8684389882
8684389882
8669068539
8669068539
8653105025
8653105025
8653105025
8653105025
868067821A
86782606B3
86782606B3
86782606B3
86782606B3
86782606B3
86782606B3
86782606B3
86750616CD
86750616CD
8678349027
86882678BC
86882678BC
8659437977
8659449360
8659459B9E
86570664DC
86570664DC
8647827C96
8647827C96
8647827C96
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
85567071FF
8622220109
8622220109
8622310B4B
8622310B4B
8652420ADA
8652420ADA
8503327F69
865101101F
865101536B
8651022930
8651073348
865107441B
8651078767
85750925C6
85750925C6
8610372FBD
8610372FBD
871069119D
8710783D85
87108092FD
8710824F5A
8710840C8F
8710859C3D
8668842AB7
86688587EC
86688587EC
8668867F57
8668867F57
866887779A
866887779A
8668887FD8
8668887FD8
8623205DDE
8623205DDE
8643622E82
86436326C5
8643639C8A
8643651673
86436662D5
8568123EC3
864099891F
86410460BE
8641077A50
8641098BA4
8641128468
8641140E4C
8641155AAE
8641170710
86412243A1
8641249841
864128237E
86413045A5
8641323553
8641351C6C
8641372DC0
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8201611780
8517225C68
8572493503
8572928BFA
8572994274
84648810C9
84648810C9
84648810C9
84648810C9
8197807458
8484302B7D
8484302B7D
8556483923
85692966C3
818996199D
818996199D
85105052E6
8543790E89
8543790E89
8185679BFE
8185702EF8
81857262CA
818575283D
8185762080
8185780F56
8547509B8E
8547515085
8547515085
8547515085
8547527A69
8547527A69
8547540525
8547540525
854754379E
854754379E
8547555187
85475594D3
85475594D3
8495682A90
849561641B
8548906C65
8548906C65
